SchemeCode,SchemeName,SchemeCategory,Inception,ExpenseRatio,TurnoverRatio,ALP3Y,ALP5Y,ALP10Y,BET3Y,BET5Y,BET10Y,R2_3YRS,R2_5YRS,R2_10YRS,SD_3YRS,SD_5YRS,SD_10YRS,SHP_3YRS,SHP_5YRS,SHP_10YRS
111343,Bandhan Government Securities Fund - Constant Maturity Regular Wkly Rnvmt of Inc Dis cum cptlWdrlopt,10 yr Government Bond,2008-12-11,0.37,507.99,-0.8,-0.52,-0.79,0.85,0.89,0.53,91.15,91.31,36.1,3.05,3.42,4.01,0.15,0.22,0.09
111585,Bank of India Short Term Income Fund Regular Growth,Short Duration,2008-12-18,1.0,130.47,2.21,1.78,-1.01,1.64,0.85,0.8,13.74,1.69,1.89,4.49,8.86,7.84,0.51,0.31,0.01
111589,Bank of India Short Term Income Fund Regular Monthly Reinvestment of Income Dist cum Cap Wdrl,Short Duration,2008-12-18,1.0,130.47,2.21,1.78,-1.92,1.64,0.85,0.81,13.74,1.69,1.9,4.49,8.86,7.83,0.51,0.31,-0.11
111590,Bank of India Short Term Income Fund Regular Quarterly Payout of Income Dist cum Cap Wdrl,Short Duration,2008-12-18,1.0,130.47,2.21,1.78,-1.89,1.64,0.85,0.78,13.74,1.69,1.8,4.49,8.86,7.86,0.51,0.31,-0.11
111642,Taurus Discovery (Midcap) Fund - Reinvestment of Income Dist cum cap wdrl,Mid-Cap,2009-02-01,2.52,108.0,-5.71,-4.64,-1.5,0.97,0.94,0.92,90.41,88.27,90.66,18.11,17.65,18.79,0.46,1.07,0.46
111675,LIC MF Low Duration Fund Weekly Reinvestment of Income Dis cum Cap Wrdl,Low Duration,2009-01-13,0.96,212.09,-1.25,-0.25,-0.77,4.17,3.2,0.16,66.72,10.03,0.03,0.55,0.85,1.29,-0.97,0.42,-0.54
111676,LIC MF Low Duration Fund Daily Reinvestment of Income Dis cum Cap Wrdl,Low Duration,2003-05-29,0.96,212.09,-2.64,-1.05,-1.3,3.14,2.6,0.25,2.54,1.54,0.05,1.57,1.61,1.59,-1.29,-0.35,-0.75
111712,Bank of India Conservative Hybrid Fund Regular Growth,Conservative Allocation,2009-03-18,2.05,1.69,-1.39,3.02,-0.81,1.01,0.96,0.95,76.94,12.41,16.65,4.05,9.5,8.43,0.01,0.7,0.19
111713,Bank of India Conservative Hybrid Fund Regular Quarterly Reinvestment of Income Dist cum Cap Wdrl,Conservative Allocation,2009-03-18,2.05,1.69,-1.39,3.02,-1.54,1.01,0.96,0.95,76.95,12.41,16.61,4.05,9.5,8.45,0.01,0.7,0.11
111714,Bank of India Conservative Hybrid Fund Regular Annual Reinvestment of Income Dist cum Cap Wdrl,Conservative Allocation,2009-03-18,2.05,1.69,-1.39,3.0,-1.95,1.01,0.96,0.96,76.95,12.43,16.67,4.05,9.5,8.52,0.01,0.7,0.06
111715,Bank of India Conservative Hybrid Fund Eco Growth,Conservative Allocation,2009-03-18,1.69,1.69,-1.11,3.26,-0.58,1.02,0.96,0.95,77.06,12.47,16.7,4.06,9.5,8.43,0.08,0.72,0.22
111716,Bank of India Conservative Hybrid Fund Regular Monthly Payout of Income Dist cum Cap Wdrl,Conservative Allocation,2009-03-18,2.05,1.69,-1.39,2.99,-2.17,1.01,0.96,0.97,76.95,12.43,16.94,4.05,9.5,8.48,0.01,0.7,0.04
111717,Bank of India Conservative Hybrid Fund Eco Monthly Reinvestment of Income Dist cum Cap Wdrl,Conservative Allocation,2009-03-18,1.69,1.69,-1.11,3.22,-1.2,1.02,0.96,0.97,77.06,12.51,17.04,4.06,9.5,8.46,0.08,0.72,0.15
111743,Nippon India Low Duration Fund Retail Bonus,Low Duration,2007-09-04,0.95,260.87,-1.21,-0.49,-0.36,4.36,4.62,2.02,61.95,21.86,9.59,0.58,0.82,1.01,-0.72,0.46,0.43
111744,Nippon India Low Duration Fund Retail Daily Reinvestment Inc Dist cum Cap Wdrl,Low Duration,2007-03-20,0.95,260.87,-1.1,-0.43,-0.88,4.3,4.6,0.96,46.04,20.82,2.21,0.63,0.85,0.95,-0.43,0.52,-0.53
111745,Nippon India Low Duration Fund Retail Weekly Payout Inc Dist cum Cap Wdrl,Low Duration,2007-03-20,0.95,260.87,-1.8,-0.83,-1.33,3.42,3.94,1.14,15.78,11.61,2.73,0.75,0.89,0.98,-1.61,-0.12,-0.88
111746,Nippon India Low Duration Fund Bonus,Low Duration,2007-03-20,0.95,260.87,-1.08,-0.38,-0.14,4.39,4.65,2.16,61.89,22.21,10.88,0.58,0.83,1.02,-0.4,0.61,0.71
111747,Nippon India Low Duration Fund Daily Reinvestment Inc Dist cum Cap Wdrl,Low Duration,2007-03-20,0.95,260.87,-0.96,-0.31,-0.7,4.34,4.63,1.05,45.66,21.09,2.7,0.64,0.85,0.95,-0.13,0.68,-0.31
111748,Nippon India Low Duration Fund Retail Growth,Low Duration,2007-03-20,0.95,260.87,-1.21,-0.49,-0.36,4.36,4.62,2.02,61.93,21.87,9.59,0.58,0.82,1.01,-0.71,0.46,0.43
111749,Nippon India Low Duration Fund Monthly Payout Inc Dist cum Cap Wdrl,Low Duration,2007-03-20,0.95,260.87,-1.58,-0.68,-1.11,3.34,3.91,1.16,16.34,11.91,2.9,0.73,0.88,0.99,-1.39,0.05,-0.66
111750,Nippon India Low Duration Fund Quarterly Payout Inc Dist cum Cap Wdrl,Low Duration,2008-05-02,0.95,260.87,-2.0,-0.92,-1.03,2.97,3.61,0.24,3.08,4.93,0.05,1.35,1.24,1.53,-1.05,-0.2,-0.6
111751,Nippon India Low Duration Fund Retail Monthly Payout Inc Dist cum Cap Wdrl,Low Duration,2007-03-20,0.95,260.87,-1.7,-0.78,-1.28,3.33,3.9,1.07,16.83,11.91,2.46,0.72,0.88,0.98,-1.6,-0.07,-0.86
111752,Nippon India Low Duration Fund Retail Quarterly Payout Inc Dist cum Cap Wdrl,Low Duration,2007-05-21,0.95,260.87,-2.11,-1.01,-1.21,2.98,3.61,0.77,3.24,5.07,0.7,1.32,1.22,1.33,-1.16,-0.28,-0.68
111753,Nippon India Low Duration Fund Growth,Low Duration,2007-03-20,0.95,260.87,-1.08,-0.38,-0.14,4.39,4.65,2.16,61.86,22.2,10.87,0.58,0.83,1.02,-0.4,0.61,0.71
111777,Aditya Birla Sun Life Income Fund Discipline Advantage Plan,Medium to Long Duration,2009-12-03,1.16,633.98,-0.42,-0.38,-0.92,0.92,1.1,1.3,90.18,92.28,88.7,2.14,2.9,4.03,-0.24,0.42,0.39
111803,Aditya Birla Sun Life Medium Term Plan Regular Plan Growth,Medium Duration,2009-03-25,1.56,138.15,6.78,4.75,1.06,3.03,1.59,1.18,11.0,6.59,5.94,9.21,8.35,6.51,0.74,0.77,0.4
111809,Aditya Birla Sun Life Medium Term Plan Regular Plan Quarterly Reinvestment Inc Dist cum Cap Wdrl,Medium Duration,2009-03-25,1.56,138.15,6.68,4.67,0.01,3.03,1.59,1.22,10.97,6.6,6.19,9.21,8.36,6.56,0.73,0.76,0.24
111811,Aditya Birla Sun Life Medium Term Plan Regular Plan Half Yearly Reinvestment Inc Dist cum Cap Wdrl,Medium Duration,2009-03-25,1.56,138.15,6.59,4.61,0.05,3.01,1.59,1.12,10.84,6.58,5.21,9.22,8.36,6.58,0.72,0.76,0.23
111812,Aditya Birla Sun Life Medium Term Plan Regular Plan Reinvestment Inc Dist cum Cap Wdrl,Medium Duration,2009-03-25,1.56,138.15,6.32,4.42,0.11,2.97,1.58,1.16,10.46,6.52,5.43,9.24,8.37,6.69,0.69,0.73,0.24
111935,Edelweiss Large Cap Fund B Growth,Large-Cap,2009-05-20,2.18,80.0,0.83,-0.32,-0.53,0.94,0.94,0.97,98.21,97.81,97.27,13.38,14.58,16.1,0.55,1.14,0.41
111936,Edelweiss Large Cap Fund Reinvestment of Income Distribution cum capital Wdrl Opt,Large-Cap,2009-05-20,2.18,80.0,0.59,-0.46,-0.88,0.94,0.94,0.98,98.23,97.83,97.16,13.37,14.57,16.31,0.53,1.14,0.39
111937,Edelweiss Large Cap Fund C Growth,Large-Cap,2009-05-20,2.18,80.0,0.83,-0.32,-0.53,0.94,0.94,0.97,98.19,97.82,97.28,13.39,14.59,16.11,0.55,1.14,0.41
111938,Edelweiss Large Cap Fund B Reinvestment of Income Distribution cum capital Wdrl Opt,Large-Cap,2009-05-20,2.18,80.0,0.83,-0.31,-0.53,0.94,0.94,0.97,98.2,97.84,97.29,13.38,14.58,16.11,0.55,1.15,0.41
111939,Edelweiss Large Cap Fund C Payout of Income Distribution cum capital Wdrl Opt,Large-Cap,2009-05-20,2.18,80.0,0.82,-0.32,-0.53,0.94,0.94,0.97,98.2,97.83,97.29,13.38,14.59,16.12,0.55,1.14,0.41
111940,Edelweiss Large Cap Fund Growth,Large-Cap,2009-05-20,2.18,80.0,0.8,-0.33,-0.54,0.94,0.94,0.97,98.19,97.83,97.3,13.38,14.59,16.11,0.55,1.14,0.41
111970,Bank of India Ultra Short Duration Fund Regular Plan Daily Transfer of Income Dist cum Cap Wdrl plan,Ultra Short Duration,2009-06-15,0.85,303.87,-1.3,-1.01,-1.05,2.06,2.6,0.96,12.54,20.28,12.53,0.52,0.57,0.49,-1.93,-1.16,-1.72
111987,ICICI Prudential Corporate Bond Fund Growth,Corporate Bond,2009-11-08,0.58,95.81,0.62,0.57,0.29,0.53,0.84,0.9,57.3,73.12,80.49,0.82,1.36,1.39,0.89,1.12,1.09
111991,ICICI Prudential Corporate Bond Fund Monthly Rnvstmnt of Inc Dist cum Cap Wdrl,Corporate Bond,2009-07-24,0.58,95.81,0.31,0.22,-0.82,0.81,1.05,0.91,40.51,45.93,46.89,1.33,2.12,1.78,0.27,0.65,0.21
111992,ICICI Prudential Corporate Bond Fund Quarterly Rnvstmnt of Inc Dist cum Cap Wdrl,Corporate Bond,2012-02-21,0.58,95.81,0.51,0.45,-0.84,0.53,0.81,0.89,56.93,73.28,58.5,0.81,1.32,1.57,0.75,1.04,0.21
112012,Edelweiss Aggressive Hybrid B Growth,Aggressive Allocation,2009-06-16,1.95,82.0,3.91,2.98,-0.1,1.04,1.03,1.12,93.53,92.24,92.75,10.65,11.22,12.72,0.85,1.43,0.49
112013,Edelweiss Aggressive Hybrid B Reinvestment of Income Distribution cum capital Wdrl Opt,Aggressive Allocation,2009-06-16,1.95,82.0,7.51,7.57,4.26,1.05,1.06,1.13,93.15,92.63,92.89,10.75,11.46,12.82,1.19,1.83,0.83
112016,Aditya Birla Sun Life Savings Fund Discipline Advantage Pln Growth,Ultra Short Duration,2009-06-24,0.55,237.98,-0.44,-0.09,0.24,2.85,4.22,2.34,51.28,30.48,27.52,0.47,0.69,0.76,0.46,1.13,1.72
112076,UTI Money Market Fund - Regular Plan - Daily Reinvestment Inc Dist cum Cap Wdrl,Money Market,2009-08-07,0.23,187.58,-0.28,-0.14,-0.47,3.29,3.82,0.34,32.65,39.91,1.2,0.57,0.66,0.52,0.87,1.18,-0.74
112077,UTI Money Market Fund - Regular Plan - Growth Option,Money Market,2009-07-13,0.23,187.58,-0.25,-0.08,0.24,3.25,3.88,1.36,66.42,56.72,31.97,0.46,0.6,0.52,1.35,1.55,2.15
112083,UTI - Ultra Short Duration Fund - Discontinued - Institutional Growth Option,Ultra Short Duration,2009-07-13,0.92,97.65,-0.69,0.73,0.27,3.1,0.21,0.62,68.89,0.02,0.37,0.45,1.19,1.54,-0.17,0.64,0.33
112098,Invesco India largecap Fund Growth,Large-Cap,2009-08-21,2.1,75.0,-0.2,-0.42,-0.71,1.03,0.96,0.96,93.21,91.42,93.81,14.92,15.43,16.25,0.46,1.1,0.39
112099,Invesco India largecap Fund Reinvestment of Income Dist cum Capital Wtdrl,Large-Cap,2009-08-21,2.1,75.0,-0.52,-1.81,-1.17,1.03,1.02,0.98,93.15,77.57,85.9,14.92,17.82,17.33,0.44,0.94,0.35
112108,Edelweiss Aggressive Hybrid A Growth,Aggressive Allocation,2009-12-08,1.95,82.0,3.83,2.92,-0.14,1.04,1.03,1.12,93.53,92.19,92.8,10.64,11.22,12.71,0.85,1.43,0.49
112109,Edelweiss Aggressive Hybrid A Payout of Income Distribution cum capital Wdrl Opt,Aggressive Allocation,2009-09-16,1.95,82.0,3.79,2.88,-0.27,1.04,1.03,1.12,93.51,92.23,92.75,10.66,11.23,12.74,0.84,1.42,0.48
112120,Invesco India Money Market Fund Regular Growth,Money Market,2009-08-28,0.48,218.79,-1.89,-1.55,-0.75,5.14,5.65,1.32,61.28,56.53,19.43,0.67,0.75,0.61,-1.63,-0.87,-0.55
112122,Invesco India Money Market Fund Regular Monthly Reinvestment of Income Dist cum Capital Wtdrl,Money Market,2009-08-28,0.48,218.79,-1.89,-1.55,-1.15,5.14,5.65,0.62,61.28,56.53,4.04,0.67,0.75,0.54,-1.63,-0.87,-1.99
112123,Invesco India Money Market Fund Growth,Money Market,2009-08-28,0.48,218.79,-1.17,-0.84,-0.05,5.2,5.68,1.35,61.83,56.98,20.13,0.67,0.75,0.61,-0.2,0.35,1.06
112125,Invesco India Money Market Fund Monthly Payout of Income Dist cum Capital Wtdrl,Money Market,2009-08-28,0.48,218.79,-1.19,-0.85,-0.72,5.15,5.64,0.47,61.28,56.52,2.13,0.67,0.75,0.55,-0.25,0.32,-1.13
112214,Axis Treasury Advantage Growth,Low Duration,2009-09-10,0.66,332.82,-0.84,-0.32,-0.05,4.5,5.19,2.41,66.71,37.14,30.9,0.58,0.76,0.73,0.21,0.94,1.36
112215,Axis Treasury Advantage Daily Reinvst of Inc Dis cum Cap Wdrl,Low Duration,2009-09-10,0.66,332.82,-1.07,-0.49,-0.81,3.52,4.38,1.18,21.8,21.01,7.0,0.68,0.81,0.67,-0.58,0.42,-0.55
112216,Axis Treasury Advantage Weekly Reinvst of Inc Dis cum Cap Wdrl,Low Duration,2009-09-10,0.66,332.82,-0.83,-0.33,-0.72,4.5,5.21,1.42,65.54,37.13,11.04,0.58,0.76,0.65,0.21,0.92,-0.27
112217,Axis Treasury Advantage Monthly Reinvst of Inc Dis cum Cap Wdrl,Low Duration,2009-09-10,0.66,332.82,-0.84,-0.32,-0.67,4.5,5.19,1.34,66.71,37.14,9.82,0.58,0.76,0.65,0.21,0.94,-0.25
112218,Tata Equity P/E Fund Trigger A 5% Reinvestment of Income Distribution cum Capital Withdrawal,Value,2009-05-10,1.82,72.94,2.6,0.28,-0.17,0.99,0.92,0.97,93.01,91.77,91.79,15.23,15.14,17.24,0.67,1.2,0.44
112277,Axis Bluechip Fund Growth,Large-Cap,2010-05-01,1.6,60.0,-3.76,-4.6,-0.22,0.95,0.89,0.85,92.44,90.06,89.09,13.85,14.43,14.78,0.2,0.8,0.41
112278,Axis Bluechip Fund Reinvst of Inc Dis cum Cap Wdrl,Large-Cap,2010-05-01,1.6,60.0,-4.08,-4.79,-0.56,0.95,0.89,0.85,92.61,90.11,89.16,13.82,14.41,14.85,0.18,0.79,0.39
112341,Nippon India Money Market Fund Quarterly Reinvestment Inc Dist cum Cap Wdrl,Money Market,2012-10-30,0.44,311.29,-1.19,-0.62,-0.63,1.69,2.6,-0.67,1.0,3.6,0.62,1.33,1.08,1.24,-0.64,-0.13,-0.7
112342,ICICI Prudential Banking and PSU Debt Fund Growth,Banking & PSU,2010-01-01,0.74,194.85,0.41,0.32,-0.08,0.53,0.83,1.15,53.6,65.13,67.57,0.84,1.42,1.92,0.58,0.88,0.76
112352,Bandhan Conservative Hybrid Fund Regular Plan Reinvestment of Inc Dis cum cptl Wdrl opt,Conservative Allocation,2010-02-26,2.01,121.0,-3.3,-2.55,-4.09,1.13,1.06,1.13,67.07,68.69,72.74,4.82,4.47,4.77,-0.36,0.34,-0.25
112353,Bandhan Conservative Hybrid Fund Regular Plan Growth,Conservative Allocation,2010-02-25,2.01,121.0,-1.84,-1.58,-2.21,1.08,1.02,1.09,86.42,81.67,78.69,4.08,3.98,4.47,-0.08,0.59,0.13
112354,Axis Short Duration Fund Growth,Short Duration,2010-01-22,0.89,596.11,-0.01,-0.06,-0.16,0.85,0.92,0.97,83.4,87.38,88.75,1.07,1.37,1.43,0.03,0.71,0.8
112355,Axis Short Duration Fund Monthly Reinvst of Inc Dis cum Cap Wdrl,Short Duration,2010-01-22,0.89,596.11,-1.02,-0.67,-1.39,0.77,0.92,0.93,52.06,75.86,76.81,1.17,1.42,1.41,-0.92,0.23,-0.12
112356,Aditya Birla Sun Life Short Term Fund Regular Plan Quarterly Reinvst of Inc Dis cum Cap Wdrl,Short Duration,2010-02-18,0.95,171.46,-0.63,-0.13,-1.63,0.82,1.08,1.16,32.59,59.23,57.28,1.5,1.87,2.05,-0.42,0.55,-0.05
112369,Axis Short Duration Fund Regular Weekly Reinvst of Inc Dis cum Cap Wdrl,Short Duration,2010-01-02,0.89,596.11,-1.04,-0.68,-1.39,0.75,0.91,0.87,51.37,75.62,78.36,1.15,1.41,1.32,-0.95,0.22,-0.18
112378,Canara Robeco Conservative Hybrid Fund Quarterly Reinvestment of Income Dist cum Cap Wdrl,Conservative Allocation,2010-01-02,1.85,135.0,-0.59,0.37,-2.68,1.06,1.01,1.15,44.24,48.68,58.33,5.51,5.07,5.43,0.16,0.83,0.05
112635,UTI Money Market Fund - Regular Plan - Weekly Reinvestment Inc Dist cum Cap Wdrl,Money Market,2010-02-16,0.23,187.58,-0.25,-0.04,-0.42,2.88,2.6,0.19,29.38,29.97,0.47,0.54,0.59,0.47,0.82,1.17,-0.86
112717,Axis Treasury Advantage Retail Growth,Low Duration,2010-02-03,0.66,332.82,-0.84,-0.32,-0.19,4.5,5.19,2.37,66.71,37.13,28.57,0.58,0.76,0.73,0.21,0.94,1.09
112718,Axis Treasury Advantage Retail Monthly Reinvst of Inc Dis cum Cap Wdrl,Low Duration,2010-02-03,0.66,332.82,-0.82,-0.31,-0.78,4.5,5.19,1.31,66.79,37.15,8.84,0.58,0.76,0.66,0.24,0.96,-0.42
112719,Axis Treasury Advantage Retail Weekly Pyt of Inc Dis cum Cap Wdrl,Low Duration,2010-02-03,0.66,332.82,-0.83,-0.33,-0.83,4.5,5.21,1.39,65.52,37.12,9.93,0.58,0.76,0.66,0.21,0.92,-0.46
112720,Axis Treasury Advantage Retail Daily Reinvst of Inc Dis cum Cap Wdrl,Low Duration,2010-02-03,0.66,332.82,-1.07,-0.49,-0.93,3.52,4.38,1.16,21.79,21.01,6.44,0.68,0.81,0.67,-0.58,0.42,-0.71
112721,Axis Short Duration Fund Retail Growth,Short Duration,2010-02-03,0.89,596.11,-0.02,-0.06,-0.16,0.85,0.91,0.97,83.51,87.38,88.76,1.06,1.37,1.42,0.01,0.7,0.8
112722,Axis Short Duration Fund Retail Regular Reinvst of Weekly Inc Dis cum Cap Wdrl,Short Duration,2010-03-26,0.89,596.11,-1.05,-0.68,-1.41,0.75,0.91,0.86,51.43,75.62,78.29,1.14,1.4,1.3,-0.97,0.22,-0.21
112723,Axis Short Duration Fund Retail Monthly Pyt of Inc Dis cum Cap Wdrl,Short Duration,2010-02-03,0.89,596.11,-1.0,-0.65,-1.42,0.77,0.92,0.91,54.05,76.8,79.59,1.15,1.41,1.36,-0.92,0.24,-0.17
112867,Sundaram Conservative Hybrid Fund Monthly Payout Inc Dist cum Cap Wdrl,Conservative Allocation,2010-08-03,2.19,329.36,-1.17,-0.1,-2.68,0.98,0.96,0.95,89.84,63.35,48.06,3.62,4.18,4.97,0.06,0.84,-0.05
112868,Sundaram Conservative Hybrid Fund Growth,Conservative Allocation,2010-08-03,2.19,329.36,-0.9,0.38,-1.59,1.01,0.98,0.99,90.77,55.67,47.87,3.73,4.57,5.18,0.14,0.89,0.18
112869,Sundaram Conservative Hybrid Fund Half Yearly Payout Inc Dist cum Cap Wdrl,Conservative Allocation,2010-08-03,2.19,329.36,-0.91,0.06,-2.21,1.02,0.95,0.99,90.8,49.79,44.62,3.73,4.72,5.37,0.14,0.78,0.06
112870,Sundaram Conservative Hybrid Fund Quarterly Transfer Inc Dist cum Cap Wdrl,Conservative Allocation,2010-08-03,2.19,329.36,-0.91,-0.16,-2.46,1.01,0.93,0.97,90.78,50.13,44.92,3.73,4.58,5.26,0.14,0.74,0.0
112924,Axis Conservative Hybrid Fund Growth,Conservative Allocation,2010-07-16,2.2,126.91,-1.92,-0.61,-1.76,1.17,1.13,0.99,88.87,82.29,57.24,4.36,4.34,4.72,-0.06,0.85,0.16
112925,Axis Conservative Hybrid Fund Quarterly Reinvst of Inc Dis cum Cap Wdrl,Conservative Allocation,2010-07-16,2.2,126.91,-2.51,-0.13,-2.46,1.08,1.11,0.97,83.4,73.39,51.89,4.13,4.46,4.81,-0.25,0.9,0.0
112926,Axis Conservative Hybrid Fund Half Yearly Reinvst of Inc Dis cum Cap Wdrl,Conservative Allocation,2010-07-16,2.2,126.91,-2.52,-0.17,-2.45,1.08,1.11,0.95,82.84,73.59,48.35,4.15,4.45,4.89,-0.25,0.89,-0.01
112927,Axis Conservative Hybrid Fund Annual Reinvst of Inc Dis cum Cap Wdrl,Conservative Allocation,2010-07-16,2.2,126.91,-2.92,-0.28,-2.53,0.99,1.05,0.89,67.99,60.44,39.9,4.18,4.66,5.04,-0.37,0.78,-0.05
112931,Mirae Asset Large & Midcap Fund Payout of Income Distribution cum cptl wdrl,Large & Mid- Cap,2010-09-07,1.56,93.0,-1.23,0.35,2.66,0.97,0.98,0.99,93.04,92.45,91.71,14.6,15.82,17.19,0.41,1.18,0.61
112932,Mirae Asset Large & Midcap Fund Growth,Large & Mid- Cap,2010-09-07,1.56,93.0,-0.63,0.99,3.29,0.97,0.98,0.99,92.68,92.52,91.72,14.69,15.84,17.2,0.45,1.22,0.64
112936,Nippon India Equity Hybrid Fund - Growth,Aggressive Allocation,2005-08-06,1.98,36.0,1.98,2.43,-2.96,1.03,1.05,1.31,94.98,90.75,88.23,10.4,11.48,15.27,0.68,1.37,0.3
112937,Nippon India Equity Hybrid Fund Payout Inc Dist cum Cap Wdrl,Aggressive Allocation,2009-01-04,1.98,36.0,-0.18,1.43,-3.7,0.91,1.0,1.28,75.3,80.95,84.8,10.37,11.56,15.26,0.42,1.22,0.24
113036,Baroda BNP Paribas Short Duration Fund Regular Growth,Short Duration,2010-06-30,1.05,4.81,-0.32,-0.63,0.03,1.04,0.81,0.71,87.86,62.25,63.1,1.26,1.46,1.27,-0.25,0.18,0.8
113037,Baroda BNP Paribas Short Duration Fund Regular Mn Reinvestment of Income Dist cum Cap Wdrl,Short Duration,2010-06-30,1.05,4.81,-1.32,-1.18,-1.34,0.95,0.77,0.61,59.47,51.23,48.81,1.35,1.47,1.19,-1.03,-0.24,-0.46
113047,HDFC Short Term Debt Fund Growth,Short Duration,2010-06-25,0.74,37.3,0.19,0.1,0.19,0.84,1.03,0.91,87.61,86.19,86.04,1.05,1.54,1.35,0.25,0.81,1.05
113048,HDFC Short Term Debt Fund Fortnightly Reinvestment of Income Dis cum Cptl Wdrl Opt,Short Duration,2010-06-25,0.74,37.3,0.01,0.0,-0.8,0.78,1.02,0.82,79.59,84.0,76.36,1.03,1.53,1.26,0.05,0.74,0.22
113070,HDFC Corporate Bond Growth,Corporate Bond,2010-06-29,0.59,45.36,0.21,-0.01,-0.03,1.12,1.23,1.24,87.62,89.44,89.91,1.34,1.8,1.8,0.2,0.75,0.91
113071,HDFC Corporate Bond Fund Quarterly Payout Inc Dist cum Cap Wdrl Opt,Corporate Bond,2010-06-29,0.59,45.36,0.17,-0.03,-1.1,1.13,1.23,1.23,87.45,89.44,74.47,1.35,1.8,1.93,0.17,0.74,0.27
113097,ICICI Prudential Regular Savings Fund Quarterly Reinvestment of Inc Dist cum Cap Wdrl,Conservative Allocation,2010-07-07,1.67,23.0,1.1,1.57,-0.88,0.84,0.86,0.98,81.14,36.48,50.61,3.28,5.01,4.96,0.71,0.97,0.32
113098,ICICI Prudential Regular Savings Fund Half Yearly Payout of Inc Dist cum Cap Wdrl,Conservative Allocation,2010-07-20,1.67,23.0,0.63,1.87,-0.56,0.83,0.78,0.95,61.88,9.98,23.77,3.71,8.69,7.05,0.5,0.56,0.26
113134,Tata Hybrid Equity Fund Regular Monthly Payout of Inc Dist cum Cap Wdrl,Aggressive Allocation,2010-07-26,1.95,32.16,-0.19,-0.92,-2.96,1.04,1.08,1.13,94.53,92.5,94.52,10.58,11.75,12.71,0.47,1.09,0.27
113137,ICICI Prudential Medium Term Bond Fund Quarterly Reinvestment Inc Dist cum Cap Wdrl,Medium Duration,2010-07-27,1.35,69.97,0.27,0.34,-0.92,1.21,0.9,0.92,33.55,28.5,27.96,2.16,2.27,2.32,0.15,0.58,0.12
113144,Canara Robeco Savings Fund Monthly Reinvestment of Income Dist cum Cap Wdrl,Low Duration,2010-03-12,0.63,296.7,-1.66,-1.12,-1.21,3.11,4.2,1.3,10.82,18.53,9.27,0.81,0.81,0.66,-1.37,-0.44,-1.13
113153,DSP Small Cap Fund Regular Plan Reinvestment of Income Distribution cum capital withdrawal option,Small-Cap,2010-02-08,1.73,22.0,-2.06,-0.92,-0.61,0.89,0.91,0.93,93.55,94.19,94.66,18.52,19.33,21.56,0.53,1.34,0.5
113169,Bandhan Bond Fund - Medium Term Plan Quarterly Reinvestment of Inc Dis cum Cptl Wdrl Opt,Medium Duration,2010-10-08,1.31,151.38,-1.52,-1.84,-2.78,1.63,1.37,1.34,44.76,56.1,55.89,2.56,2.52,2.42,-0.59,-0.14,-0.43
113177,Nippon India Small Cap Fund - Growth,Small-Cap,2010-09-16,1.49,19.0,2.89,4.34,3.38,0.84,0.9,0.95,95.51,96.0,96.34,17.35,19.03,21.87,0.81,1.62,0.69
113178,Nippon India Small Cap Fund - Bonus,Small-Cap,2010-09-21,1.49,19.0,2.89,4.34,3.38,0.84,0.9,0.95,95.51,96.0,96.34,17.35,19.03,21.87,0.81,1.62,0.69
113179,Nippon India Small Cap Fund Reinvestment Inc Dist cum Cap Wdrl,Small-Cap,2010-09-16,1.49,19.0,2.03,4.81,3.62,0.88,0.91,0.95,86.25,90.09,94.03,19.05,19.67,22.17,0.72,1.6,0.69
113221,Canara Robeco Bluechip Equity Fund Regular Plan Growth,Large-Cap,2010-08-20,1.68,25.0,0.63,-0.2,0.61,0.9,0.89,0.9,98.06,97.91,96.21,12.79,13.82,15.08,0.54,1.15,0.48
113222,Canara Robeco Bluechip Equity Fund Regular Plan Reinvestment of Income Dist cum Cap Wdrl,Large-Cap,2010-08-20,1.68,25.0,0.5,-1.01,0.14,0.92,0.93,0.93,89.61,83.1,82.62,13.66,15.67,16.8,0.5,1.01,0.42
113307,Aditya Birla Sun Life Low Duration Regular Plan Daily Reinvestment Inc Dist cum Cap Wdrl,Low Duration,2010-09-13,1.19,0.0,-1.31,-0.65,-1.11,3.48,4.3,1.38,37.05,19.83,8.11,0.56,0.8,0.73,-1.32,0.18,-0.8
113361,Bandhan Conservative Hybrid Fund Regular Plan Quarterly Payout of Inc Dis cum cptl Wdrl opt,Conservative Allocation,2010-09-20,2.01,121.0,-2.35,-1.87,-3.49,1.05,1.01,1.11,75.5,75.43,73.5,4.22,4.08,4.71,-0.21,0.49,-0.14
114348,SBI Savings Fund Regular Daily Transfer of Income Distribution cum cap,Money Market,2011-04-03,0.69,216.04,-0.85,-0.58,-0.97,3.71,4.0,1.05,71.4,59.59,10.64,0.49,0.59,0.55,-0.25,0.38,-1.2
114359,Invesco India Ultra Short Duration Fund Growth,Ultra Short Duration,2010-12-30,0.74,277.12,-0.97,-0.83,-0.28,3.96,4.27,1.95,69.49,66.37,28.98,0.51,0.63,0.7,-0.41,-0.11,0.87
